"HITId","HITTypeId","Title","CreationTime","MaxAssignments","AssignmentDurationInSeconds","AssignmentId","WorkerId","AcceptTime","SubmitTime","WorkTimeInSeconds","Input.id","Input.payload","Answer.audio","Answer.neither","Answer.ocr","Answer.sanity-check","Answer.video","Turkle.Username"
"937551","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75955","167","Wed Oct 01 19:35:47 UTC 2025","Wed Oct 01 19:35:52 UTC 2025","5","2022 United States Senate election in Georgia_47","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""Warnock won the runoff with 50.97% of the vote, securing his seat for a full term."", ""Extracted_Claims"": [""Warnock won the runoff election"", ""Warnock received 50.97% of the vote in the runoff election"", ""Securing his seat means Warnock will serve a full term"", ""The runoff election was necessary because no candidate received more than 50% of the vote initially""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/KOnFkleRZlM.mp4""}","[false,false,false,false]","[true,true,true,true]","[false,false,false,false]","","[false,false,false,false]","rkriz"
"937552","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75956","167","Wed Oct 01 19:35:52 UTC 2025","Wed Oct 01 19:42:10 UTC 2025","378","2022 United States Senate election in Georgia_48","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""The 2022 United States Senate election in Georgia was held on November 8, 2022, to elect a Class 2 member of the United States Senate to represent the state of Georgia, coinciding with other elections to the Senate, the United States House of Representatives, and various state and local races."", ""Extracted_Claims"": [""The 2022 United States Senate election in Georgia was held on November 8, 2022"", ""The election was to elect a Class 2 member of the United States Senate"", ""The elected member would represent the state of Georgia"", ""The election coincided with other Senate elections"", ""The election coincided with elections to the United States House of Representatives"", ""The election coincided with various state and local races""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/3B7VZCHKUWE.mp4""}","[false,false,true,true,true,true]","[true,true,false,false,false,false]","[false,false,false,false,false,false]","","[false,false,false,false,false,false]","rkriz"
"937553","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75957","167","Wed Oct 01 19:42:10 UTC 2025","Wed Oct 01 19:42:25 UTC 2025","15","2022 United States Senate election in Georgia_49","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""The election was part of the broader 2022 United States midterm elections."", ""Extracted_Claims"": [""The 2022 United States Senate election in Georgia was an election"", ""The election was part of the 2022 United States midterm elections"", ""The 2022 United States midterm elections were a series of concurrent elections""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/3B7VZCHKUWE.mp4""}","[true,true,true]","[false,false,false]","[false,false,false]","","[false,false,false]","rkriz"
"937554","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75958","167","Wed Oct 01 19:42:25 UTC 2025","Wed Oct 01 19:42:36 UTC 2025","11","2022 United States Senate election in Georgia_50","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""Incumbent Democratic Senator Raphael Warnock, who won a special election in January 2021 to complete the term of Johnny Isakson, sought a full six-year term."", ""Extracted_Claims"": [""Raphael Warnock is a Democratic Senator"", ""Raphael Warnock was the incumbent Senator"", ""Raphael Warnock won a special election in January 2021"", ""The special election was to complete the term of Johnny Isakson"", ""Raphael Warnock sought a full six-year term""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/3B7VZCHKUWE.mp4""}","[true,true,false,false,false]","[false,false,true,true,true]","[false,false,false,false,false]","","[false,false,false,false,false]","rkriz"
"937555","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75959","167","Wed Oct 01 19:42:36 UTC 2025","Wed Oct 01 19:42:41 UTC 2025","5","2022 United States Senate election in Georgia_51","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""He faced Republican nominee Herschel Walker, a former American football player and Heisman Trophy winner."", ""Extracted_Claims"": [""Raphael Warnock faced Herschel Walker as his opponent"", ""Herschel Walker is a Republican nominee"", ""Herschel Walker is a former American football player"", ""Herschel Walker is a Heisman Trophy winner""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/3B7VZCHKUWE.mp4""}","[true,true,false,false]","[false,false,true,true]","[false,false,false,false]","","[false,false,false,false]","rkriz"
"937556","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75960","167","Wed Oct 01 19:42:41 UTC 2025","Wed Oct 01 19:42:47 UTC 2025","6","2022 United States Senate election in Georgia_52","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""Due to no candidate receiving more than 50% of the vote in the initial election, a runoff was held on December 6, 2022."", ""Extracted_Claims"": [""No candidate received more than 50% of the vote in the initial election"", ""A runoff election was required"", ""The runoff election was held on December 6, 2022""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/3B7VZCHKUWE.mp4""}","[false,false,false]","[true,true,true]","[false,false,false]","","[false,false,false]","rkriz"
"937557","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75961","167","Wed Oct 01 19:42:47 UTC 2025","Wed Oct 01 19:42:52 UTC 2025","5","2022 United States Senate election in Georgia_53","{""Wiki_Title"": ""2022 United States Senate election in Georgia"", ""Claim_Sentence"": ""Warnock won the runoff with 50.97% of the vote, securing his seat for a full term."", ""Extracted_Claims"": [""Warnock won the runoff election"", ""Warnock received 50.97% of the vote in the runoff election"", ""Securing his seat means Warnock will serve a full term"", ""The runoff election was necessary because no candidate received more than 50% of the vote initially""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/3B7VZCHKUWE.mp4""}","[false,false,false,false]","[true,true,true,true]","[false,false,false,false]","","[false,false,false,false]","rkriz"
"937558","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75963","167","Wed Oct 01 19:43:17 UTC 2025","Wed Oct 01 19:43:40 UTC 2025","23","Hurricane Irma_0","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""Hurricane Irma was one of the most powerful and destructive Atlantic hurricanes on record."", ""Extracted_Claims"": [""Hurricane Irma was one of the most powerful Atlantic hurricanes on record"", ""Hurricane Irma was one of the most destructive Atlantic hurricanes on record""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4""}","[true,true]","[false,false]","[false,false]","","[false,false]","rkriz"
"937559","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75964","167","Wed Oct 01 19:43:40 UTC 2025","Wed Oct 01 19:44:13 UTC 2025","33","Hurricane Irma_1","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""It was the second major hurricane of the hyperactive 2017 Atlantic hurricane season, following Harvey."", ""Extracted_Claims"": [""Irma was a major hurricane"", ""Harvey was a major hurricane"", ""Harvey preceded Irma in the 2017 Atlantic hurricane season"", ""The 2017 Atlantic hurricane season was hyperactive"", ""Irma was the second major hurricane of the 2017 Atlantic hurricane season""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4""}","[true,false,false,false,false]","[false,true,true,true,true]","[false,false,false,false,false]","","[false,false,false,false,false]","rkriz"
"937560","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75965","167","Wed Oct 01 19:44:13 UTC 2025","Wed Oct 01 19:44:56 UTC 2025","43","Hurricane Irma_2","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""Irma formed on August 30, 2017, and dissipated on September 12, 2017."", ""Extracted_Claims"": [""Irma formed on August 30, 2017"", ""Irma dissipated on September 12, 2017""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4""}","[false,false]","[true,true]","[false,false]","","[false,false]","rkriz"
"937561","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75966","167","Wed Oct 01 19:44:56 UTC 2025","Wed Oct 01 19:45:23 UTC 2025","27","Hurricane Irma_3","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""The storm reached its peak intensity as a Category 5 hurricane with maximum sustained winds of 180 mph (285 km/h) on September 5, making it the strongest observed hurricane in the open Atlantic region and the first Category 5 hurricane to strike the Leeward Islands on record."", ""Extracted_Claims"": [""Hurricane Irma reached its peak intensity on September 5"", ""At its peak, Hurricane Irma was a Category 5 hurricane"", ""Hurricane Irma had maximum sustained winds of 180 mph (285 km/h) at its peak"", ""Hurricane Irma was the strongest observed hurricane in the open Atlantic region"", ""Hurricane Irma was the first Category 5 hurricane to strike the Leeward Islands on record""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4""}","[true,true,true,true,false]","[false,false,false,false,true]","[false,false,false,false,false]","","[false,false,false,false,false]","rkriz"
"937562","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75967","167","Wed Oct 01 19:45:23 UTC 2025","Wed Oct 01 19:46:43 UTC 2025","80","Hurricane Irma_4","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""Irma caused catastrophic damage in Barbuda, Saint Barth\u00e9lemy, Saint Martin, Anguilla, and the Virgin Islands as a Category 5 hurricane."", ""Extracted_Claims"": [""Irma caused catastrophic damage"", ""The catastrophic damage occurred in Barbuda"", ""The catastrophic damage occurred in Saint Barth\u00e9lemy"", ""The catastrophic damage occurred in Saint Martin"", ""The catastrophic damage occurred in Anguilla"", ""The catastrophic damage occurred in the Virgin Islands"", ""Irma was a Category 5 hurricane when it caused the catastrophic damage""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4""}","[true,false,false,false,false,false,true]","[false,true,true,true,true,true,false]","[false,false,false,false,false,false,false]","","[false,false,false,false,false,false,false]","rkriz"
"937563","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75968","167","Wed Oct 01 19:46:43 UTC 2025","Wed Oct 01 19:49:20 UTC 2025","157","Hurricane Irma_5","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""After weakening, it struck Cuba as a Category 3 hurricane, where it regained strength before making landfall in the Florida Keys as a Category 4 hurricane on September 10."", ""Extracted_Claims"": [""Irma weakened before striking Cuba"", ""Irma struck Cuba as a Category 3 hurricane"", ""After striking Cuba, Irma regained strength"", ""Irma made landfall in the Florida Keys"", ""Irma made landfall in the Florida Keys as a Category 4 hurricane"", ""The landfall in the Florida Keys occurred on September 10""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4""}","[true,false,true,true,true,false]","[false,true,false,false,false,true]","[false,false,false,false,false,false]","","[false,false,false,false,false,false]","rkriz"
"937564","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75969","167","Wed Oct 01 19:49:21 UTC 2025","Wed Oct 01 19:49:29 UTC 2025","8","Hurricane Irma_6","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""The storm then moved up the western coast of Florida, causing widespread destruction and flooding."", ""Extracted_Claims"": [""The storm moved up the western coast of Florida"", ""The storm caused widespread destruction in Florida"", ""The storm caused flooding in Florida""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4""}","[true,true,true]","[false,false,false]","[false,false,false]","","[false,false,false]","rkriz"
"937565","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75970","167","Wed Oct 01 19:49:29 UTC 2025","Wed Oct 01 19:49:55 UTC 2025","26","Hurricane Irma_7","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""In total, Irma resulted in at least 134 deaths and caused an estimated $64.8 billion in damages, primarily in the United States and the Caribbean."", ""Extracted_Claims"": [""Hurricane Irma resulted in at least 134 deaths"", ""Hurricane Irma caused an estimated $64.8 billion in damages"", ""The majority of the damage from Hurricane Irma occurred in the United States"", ""The majority of the damage from Hurricane Irma occurred in the Caribbean""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4""}","[false,false,true,true]","[true,true,false,false]","[false,false,false,false]","","[false,false,false,false]","rkriz"
"937566","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75971","167","Wed Oct 01 19:49:55 UTC 2025","Wed Oct 01 19:51:19 UTC 2025","84","Hurricane Irma_8","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""Hurricane Irma was one of the most powerful and destructive Atlantic hurricanes on record."", ""Extracted_Claims"": [""Hurricane Irma was one of the most powerful Atlantic hurricanes on record"", ""Hurricane Irma was one of the most destructive Atlantic hurricanes on record""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/O4pFdLJmG7M.mp4""}","[false,false]","[true,true]","[false,false]","","[false,false]","rkriz"
"937567","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75972","167","Wed Oct 01 19:51:19 UTC 2025","Wed Oct 01 19:51:38 UTC 2025","19","Hurricane Irma_9","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""It was the second major hurricane of the hyperactive 2017 Atlantic hurricane season, following Harvey."", ""Extracted_Claims"": [""Irma was a major hurricane"", ""Harvey was a major hurricane"", ""Harvey preceded Irma in the 2017 Atlantic hurricane season"", ""The 2017 Atlantic hurricane season was hyperactive"", ""Irma was the second major hurricane of the 2017 Atlantic hurricane season""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/O4pFdLJmG7M.mp4""}","[true,false,false,false,false]","[false,true,true,true,true]","[false,false,false,false,false]","","[false,false,false,false,false]","rkriz"
"937568","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75973","167","Wed Oct 01 19:51:38 UTC 2025","Wed Oct 01 19:51:42 UTC 2025","4","Hurricane Irma_10","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""Irma formed on August 30, 2017, and dissipated on September 12, 2017."", ""Extracted_Claims"": [""Irma formed on August 30, 2017"", ""Irma dissipated on September 12, 2017""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/O4pFdLJmG7M.mp4""}","[false,false]","[true,true]","[false,false]","","[false,false]","rkriz"
"937569","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75974","167","Wed Oct 01 19:51:42 UTC 2025","Wed Oct 01 19:51:48 UTC 2025","6","Hurricane Irma_11","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""The storm reached its peak intensity as a Category 5 hurricane with maximum sustained winds of 180 mph (285 km/h) on September 5, making it the strongest observed hurricane in the open Atlantic region and the first Category 5 hurricane to strike the Leeward Islands on record."", ""Extracted_Claims"": [""Hurricane Irma reached its peak intensity on September 5"", ""At its peak, Hurricane Irma was a Category 5 hurricane"", ""Hurricane Irma had maximum sustained winds of 180 mph (285 km/h) at its peak"", ""Hurricane Irma was the strongest observed hurricane in the open Atlantic region"", ""Hurricane Irma was the first Category 5 hurricane to strike the Leeward Islands on record""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/O4pFdLJmG7M.mp4""}","[false,false,false,false,false]","[true,true,true,true,true]","[false,false,false,false,false]","","[false,false,false,false,false]","rkriz"
"937570","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75975","167","Wed Oct 01 19:51:48 UTC 2025","Wed Oct 01 19:51:54 UTC 2025","6","Hurricane Irma_12","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""Irma caused catastrophic damage in Barbuda, Saint Barth\u00e9lemy, Saint Martin, Anguilla, and the Virgin Islands as a Category 5 hurricane."", ""Extracted_Claims"": [""Irma caused catastrophic damage"", ""The catastrophic damage occurred in Barbuda"", ""The catastrophic damage occurred in Saint Barth\u00e9lemy"", ""The catastrophic damage occurred in Saint Martin"", ""The catastrophic damage occurred in Anguilla"", ""The catastrophic damage occurred in the Virgin Islands"", ""Irma was a Category 5 hurricane when it caused the catastrophic damage""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/O4pFdLJmG7M.mp4""}","[false,false,false,false,false,false,false]","[true,true,true,true,true,true,true]","[false,false,false,false,false,false,false]","","[false,false,false,false,false,false,false]","rkriz"
"937571","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75976","167","Wed Oct 01 19:51:54 UTC 2025","Wed Oct 01 19:52:06 UTC 2025","12","Hurricane Irma_13","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""After weakening, it struck Cuba as a Category 3 hurricane, where it regained strength before making landfall in the Florida Keys as a Category 4 hurricane on September 10."", ""Extracted_Claims"": [""Irma weakened before striking Cuba"", ""Irma struck Cuba as a Category 3 hurricane"", ""After striking Cuba, Irma regained strength"", ""Irma made landfall in the Florida Keys"", ""Irma made landfall in the Florida Keys as a Category 4 hurricane"", ""The landfall in the Florida Keys occurred on September 10""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/O4pFdLJmG7M.mp4""}","[false,false,false,false,false,false]","[true,true,true,true,true,true]","[false,false,false,false,false,false]","","[false,false,false,false,false,false]","rkriz"
"937572","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75977","167","Wed Oct 01 19:52:06 UTC 2025","Wed Oct 01 19:52:10 UTC 2025","4","Hurricane Irma_14","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""The storm then moved up the western coast of Florida, causing widespread destruction and flooding."", ""Extracted_Claims"": [""The storm moved up the western coast of Florida"", ""The storm caused widespread destruction in Florida"", ""The storm caused flooding in Florida""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/O4pFdLJmG7M.mp4""}","[false,false,false]","[true,true,true]","[false,false,false]","","[false,false,false]","rkriz"
"937573","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75978","167","Wed Oct 01 19:52:10 UTC 2025","Wed Oct 01 19:52:16 UTC 2025","6","Hurricane Irma_15","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""In total, Irma resulted in at least 134 deaths and caused an estimated $64.8 billion in damages, primarily in the United States and the Caribbean."", ""Extracted_Claims"": [""Hurricane Irma resulted in at least 134 deaths"", ""Hurricane Irma caused an estimated $64.8 billion in damages"", ""The majority of the damage from Hurricane Irma occurred in the United States"", ""The majority of the damage from Hurricane Irma occurred in the Caribbean""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/O4pFdLJmG7M.mp4""}","[false,false,false,false]","[true,true,true,true]","[false,false,false,false]","","[false,false,false,false]","rkriz"
"937574","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75979","167","Wed Oct 01 19:52:16 UTC 2025","Wed Oct 01 19:57:09 UTC 2025","293","Hurricane Irma_16","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""Hurricane Irma was one of the most powerful and destructive Atlantic hurricanes on record."", ""Extracted_Claims"": [""Hurricane Irma was one of the most powerful Atlantic hurricanes on record"", ""Hurricane Irma was one of the most destructive Atlantic hurricanes on record""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/dA5qYrboTUE.mp4""}","[false,false]","[true,true]","[false,false]","","[false,false]","rkriz"
"937575","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75980","167","Wed Oct 01 19:57:09 UTC 2025","Wed Oct 01 19:57:23 UTC 2025","14","Hurricane Irma_17","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""It was the second major hurricane of the hyperactive 2017 Atlantic hurricane season, following Harvey."", ""Extracted_Claims"": [""Irma was a major hurricane"", ""Harvey was a major hurricane"", ""Harvey preceded Irma in the 2017 Atlantic hurricane season"", ""The 2017 Atlantic hurricane season was hyperactive"", ""Irma was the second major hurricane of the 2017 Atlantic hurricane season""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/dA5qYrboTUE.mp4""}","[true,false,false,false,false]","[false,true,true,true,true]","[false,false,false,false,false]","","[false,false,false,false,false]","rkriz"
"937576","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75981","167","Wed Oct 01 19:57:24 UTC 2025","Wed Oct 01 19:57:29 UTC 2025","5","Hurricane Irma_18","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""Irma formed on August 30, 2017, and dissipated on September 12, 2017."", ""Extracted_Claims"": [""Irma formed on August 30, 2017"", ""Irma dissipated on September 12, 2017""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/dA5qYrboTUE.mp4""}","[false,false]","[true,true]","[false,false]","","[false,false]","rkriz"
"937577","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75982","167","Wed Oct 01 19:57:29 UTC 2025","Wed Oct 01 19:57:45 UTC 2025","16","Hurricane Irma_19","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""The storm reached its peak intensity as a Category 5 hurricane with maximum sustained winds of 180 mph (285 km/h) on September 5, making it the strongest observed hurricane in the open Atlantic region and the first Category 5 hurricane to strike the Leeward Islands on record."", ""Extracted_Claims"": [""Hurricane Irma reached its peak intensity on September 5"", ""At its peak, Hurricane Irma was a Category 5 hurricane"", ""Hurricane Irma had maximum sustained winds of 180 mph (285 km/h) at its peak"", ""Hurricane Irma was the strongest observed hurricane in the open Atlantic region"", ""Hurricane Irma was the first Category 5 hurricane to strike the Leeward Islands on record""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/dA5qYrboTUE.mp4""}","[false,false,false,false,false]","[true,true,true,true,true]","[false,false,false,false,false]","","[false,false,false,false,false]","rkriz"
"937578","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75983","167","Wed Oct 01 19:57:45 UTC 2025","Wed Oct 01 19:58:15 UTC 2025","30","Hurricane Irma_20","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""Irma caused catastrophic damage in Barbuda, Saint Barth\u00e9lemy, Saint Martin, Anguilla, and the Virgin Islands as a Category 5 hurricane."", ""Extracted_Claims"": [""Irma caused catastrophic damage"", ""The catastrophic damage occurred in Barbuda"", ""The catastrophic damage occurred in Saint Barth\u00e9lemy"", ""The catastrophic damage occurred in Saint Martin"", ""The catastrophic damage occurred in Anguilla"", ""The catastrophic damage occurred in the Virgin Islands"", ""Irma was a Category 5 hurricane when it caused the catastrophic damage""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/dA5qYrboTUE.mp4""}","[true,false,false,true,false,false,false]","[false,true,true,false,true,true,true]","[false,false,false,false,false,false,false]","","[false,false,false,false,false,false,false]","rkriz"
"937579","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75984","167","Wed Oct 01 19:58:15 UTC 2025","Wed Oct 01 19:58:22 UTC 2025","7","Hurricane Irma_21","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""After weakening, it struck Cuba as a Category 3 hurricane, where it regained strength before making landfall in the Florida Keys as a Category 4 hurricane on September 10."", ""Extracted_Claims"": [""Irma weakened before striking Cuba"", ""Irma struck Cuba as a Category 3 hurricane"", ""After striking Cuba, Irma regained strength"", ""Irma made landfall in the Florida Keys"", ""Irma made landfall in the Florida Keys as a Category 4 hurricane"", ""The landfall in the Florida Keys occurred on September 10""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/dA5qYrboTUE.mp4""}","[false,false,false,false,false,false]","[true,true,true,true,true,true]","[false,false,false,false,false,false]","","[false,false,false,false,false,false]","rkriz"
"937580","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75985","167","Wed Oct 01 19:58:22 UTC 2025","Wed Oct 01 19:58:28 UTC 2025","6","Hurricane Irma_22","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""The storm then moved up the western coast of Florida, causing widespread destruction and flooding."", ""Extracted_Claims"": [""The storm moved up the western coast of Florida"", ""The storm caused widespread destruction in Florida"", ""The storm caused flooding in Florida""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/dA5qYrboTUE.mp4""}","[false,false,false]","[true,true,true]","[false,false,false]","","[false,false,false]","rkriz"
"937581","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75986","167","Wed Oct 01 19:58:29 UTC 2025","Wed Oct 01 19:58:33 UTC 2025","4","Hurricane Irma_23","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""In total, Irma resulted in at least 134 deaths and caused an estimated $64.8 billion in damages, primarily in the United States and the Caribbean."", ""Extracted_Claims"": [""Hurricane Irma resulted in at least 134 deaths"", ""Hurricane Irma caused an estimated $64.8 billion in damages"", ""The majority of the damage from Hurricane Irma occurred in the United States"", ""The majority of the damage from Hurricane Irma occurred in the Caribbean""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/dA5qYrboTUE.mp4""}","[false,false,false,false]","[true,true,true,true]","[false,false,false,false]","","[false,false,false,false]","rkriz"
"937582","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75987","167","Wed Oct 01 19:58:34 UTC 2025","Wed Oct 01 20:02:13 UTC 2025","219","Hurricane Irma_24","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""Hurricane Irma was one of the most powerful and destructive Atlantic hurricanes on record."", ""Extracted_Claims"": [""Hurricane Irma was one of the most powerful Atlantic hurricanes on record"", ""Hurricane Irma was one of the most destructive Atlantic hurricanes on record""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/K9AY5rlosRY.mp4""}","[false,false]","[true,true]","[false,false]","","[false,false]","rkriz"
"937583","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75988","167","Wed Oct 01 20:02:13 UTC 2025","Wed Oct 01 20:02:21 UTC 2025","8","Hurricane Irma_25","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""It was the second major hurricane of the hyperactive 2017 Atlantic hurricane season, following Harvey."", ""Extracted_Claims"": [""Irma was a major hurricane"", ""Harvey was a major hurricane"", ""Harvey preceded Irma in the 2017 Atlantic hurricane season"", ""The 2017 Atlantic hurricane season was hyperactive"", ""Irma was the second major hurricane of the 2017 Atlantic hurricane season""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/K9AY5rlosRY.mp4""}","[false,false,false,false,false]","[true,true,true,true,true]","[false,false,false,false,false]","","[false,false,false,false,false]","rkriz"
"937584","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75989","167","Wed Oct 01 20:02:21 UTC 2025","Wed Oct 01 20:02:25 UTC 2025","4","Hurricane Irma_26","{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""Irma formed on August 30, 2017, and dissipated on September 12, 2017."", ""Extracted_Claims"": [""Irma formed on August 30, 2017"", ""Irma dissipated on September 12, 2017""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/K9AY5rlosRY.mp4""}","[false,false]","[true,true]","[false,false]","","[false,false]","rkriz"
